State,Started on,Completed,Time taken,Grade/20.00,Q. 1 /5.45,Q. 2 /4.55,Q. 3 /0.91,Q. 4 /0.91,Q. 5 /1.82,Q. 6 /3.64,Q. 7 /2.73
Finished,19 septembre 2021  11:19 ,20 septembre 2021  12:11 ,51.77,8.18,1.82,0.91,0.91,0.00,1.82,0.91,1.82
Finished,19 septembre 2021  11:27 ,19 septembre 2021  12:09 ,42.25,15.45,5.45,4.55,0.91,0.00,1.82,0.91,1.82
Finished,20 septembre 2021  8:33 ,20 septembre 2021  8:37 ,4.6,15.45,5.45,4.55,0.91,0.00,1.82,0.91,1.82
Finished,18 septembre 2021  4:29 ,18 septembre 2021  5:15 ,45.78,14.55,4.55,3.64,0.91,0.91,1.82,0.91,1.82
Finished,17 septembre 2021  9:52 ,17 septembre 2021  10:58 ,65.0,18.64,5.45,4.55,0.91,0.45,1.82,3.64,1.82
Finished,19 septembre 2021  4:31 ,19 septembre 2021  5:41 ,69.0,10.00,1.82,1.82,0.91,0.00,1.82,1.82,1.82
Finished,19 septembre 2021  10:30 ,20 septembre 2021  12:00 ,90.0,13.64,2.73,4.55,0.91,0.91,1.82,0.91,1.82
Finished,19 septembre 2021  11:17 ,19 septembre 2021  12:13 ,55.67,15.45,5.45,4.55,0.91,0.00,1.82,0.91,1.82
Finished,19 septembre 2021  10:25 ,19 septembre 2021  11:33 ,67.0,5.91,1.82,0.00,0.91,0.45,1.82,0.00,0.91
Finished,19 septembre 2021  9:53 ,19 septembre 2021  10:53 ,59.28,15.91,5.45,4.55,0.91,0.45,1.82,0.91,1.82
Finished,14 septembre 2021  5:42 ,14 septembre 2021  7:36 ,113.0,15.00,5.45,4.55,-,0.45,1.82,0.91,1.82
Finished,19 septembre 2021  9:27 ,19 septembre 2021  9:31 ,4.17,10.00,1.82,3.64,0.91,0.00,0.91,0.91,1.82
Finished,17 septembre 2021  9:02 ,17 septembre 2021  10:59 ,116.0,9.09,1.82,3.64,0.91,0.00,0.91,0.91,0.91
Finished,19 septembre 2021  9:56 ,19 septembre 2021  10:26 ,30.35,15.91,4.55,4.55,0.91,0.45,1.82,1.82,1.82
